"catalogID","Latitude","Longitude","Evaporation - annual mean","Evaporation - average","Humidity - annual mean relative 3pm","Aridity index - annual mean","Precipitation - annual","Precipitation - annual mean","WorldClim: Precipitation - annual","WorldClim: Precipitation - coldest quarter","WorldClim: Precipitation - driest month","WorldClim: Precipitation - driest quarter","WorldClim: Precipitation - seasonality","WorldClim: Precipitation - warmest quarter","WorldClim: Precipitation - wettest month","WorldClim: Precipitation - wettest quarter","Temperature - annual max mean","Temperature - annual min mean","WorldClim: Temperature - annual mean","WorldClim: Temperature - annual range","WorldClim: Temperature - coldest month min","WorldClim: Temperature - coldest quarter mean","WorldClim: Temperature - diurnal range mean","WorldClim: Temperature - driest quarter mean","WorldClim: Temperature - isothermality","WorldClim: Temperature - seasonality","WorldClim: Temperature - warmest month max","WorldClim: Temperature - warmest quarter mean","WorldClim: Temperature - wettest quarter mean","Lithology - mean age","Carbon - organic","Lithology - fertility","Nutrient status","Gross Primary Productivity","NDVI Mean","Fraction of Photosynthetically Active Radiation","NPP Mean"
12515,-30.20151299,149.597039,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12517,-30.20168197,149.597005,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12519,-30.20054799,149.597266,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12521,-30.20066902,149.597249,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12523,-30.20092802,149.597209,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12525,-30.20171399,149.597239,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12527,-30.20141199,149.597294,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12529,-30.20098099,149.597383,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
12560,-35.881,149.0076,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
12562,-35.8811,149.0083,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
12564,-35.8766833,149.0097,116.6125,17144,72.34509,0.5729568,51.079998,51.079998,862,210,62,192,12,198,91,250,17.03,4.516667,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,3.9499772,4,1.85,0.0329,55,46,13
12566,-35.8769333,149.01025,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,862,210,62,192,12,198,91,250,16.849167,4.4733334,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,4.0002894,4,1.85,0.0329,55,46,13
12568,-35.8748666,149.01088,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
12570,-35.8748166,149.01165,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
12572,-35.881,149.0076,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
12574,-35.8811,149.0083,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
12576,-35.8766833,149.0097,116.6125,17144,72.34509,0.5729568,51.079998,51.079998,862,210,62,192,12,198,91,250,17.03,4.516667,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,3.9499772,4,1.85,0.0329,55,46,13
12578,-35.8769333,149.01025,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,862,210,62,192,12,198,91,250,16.849167,4.4733334,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,4.0002894,4,1.85,0.0329,55,46,13
12580,-35.8748666,149.01088,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
12582,-35.8748166,149.01165,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
12584,-34.42796,142.27515,172.98416,6773,59.75693,0.17165221,20.33,20.33,315,84,21,65,15,68,33,95,25.4725,11.1975,169,286,39,103,138,205,48,5097,325,234,138,-1.4173685,0.79133254,2,1.2,0.0131,31,42,4
12586,-34.42796,142.27515,172.98416,6773,59.75693,0.17165221,20.33,20.33,315,84,21,65,15,68,33,95,25.4725,11.1975,169,286,39,103,138,205,48,5097,325,234,138,-1.4173685,0.79133254,2,1.2,0.0131,31,42,4
12588,-35.28922,139.02281,131.92958,9663,68.32196,0.32438022,28.365,28.365,397,135,19,60,31,61,48,135,22.69,11.173333,157,210,63,112,112,202,53,3548,273,202,112,0.11193429,1.2713263,6,1.7,0.0162,46,41,5
12590,-35.28922,139.02281,131.92958,9663,68.32196,0.32438022,28.365,28.365,397,135,19,60,31,61,48,135,22.69,11.173333,157,210,63,112,112,202,53,3548,273,202,112,0.11193429,1.2713263,6,1.7,0.0162,46,41,5
12592,-34.09934,139.84894,147.32791,6421,60.391468,0.19659653,19.275,19.275,270,76,13,47,22,53,30,81,25.488333,10.621667,168,271,48,108,139,226,51,4715,319,228,137,-1.1502736,0.557058,2,1.2,0.0177,52,52,5
12594,-34.09934,139.84894,147.32791,6421,60.391468,0.19659653,19.275,19.275,270,76,13,47,22,53,30,81,25.488333,10.621667,168,271,48,108,139,226,51,4715,319,228,137,-1.1502736,0.557058,2,1.2,0.0177,52,52,5
12614,-33.659823,150.265414,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1312,269,61,216,30,432,165,478,18.506666,8.305833,115,217,12,57,96,65,44,4371,229,169,166,2.390361,2.5694253,3,1,0.0287,73,43,9
12616,-33.659823,150.265414,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1312,269,61,216,30,432,165,478,18.506666,8.305833,115,217,12,57,96,65,44,4371,229,169,166,2.390361,2.5694253,3,1,0.0287,73,43,9
12618,-33.652818,150.268179,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1258,254,60,208,29,414,158,457,18.506666,8.305833,119,224,12,60,100,69,44,4432,236,173,170,2.390361,2.5694253,3,1,0.0287,76,43,9
12620,-33.652818,150.268179,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1258,254,60,208,29,414,158,457,18.506666,8.305833,119,224,12,60,100,69,44,4432,236,173,170,2.390361,2.5694253,3,1,0.0287,76,43,9
12622,-33.652974,150.267825,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1258,254,60,208,29,414,158,457,18.506666,8.305833,119,224,12,60,100,69,44,4432,236,173,170,2.390361,2.5694253,3,1,0.0287,76,43,9
12624,-33.652613,150.267756,120.79208,20047,75.82614,0.833072,88.791664,88.791664,1258,254,60,208,29,414,158,457,18.506666,8.305833,119,224,12,60,100,69,44,4432,236,173,170,2.390361,2.5694253,3,1,0.0287,76,43,9
12816,-16.10341667,145.4478833,164.36874,37784,76.34456,1.5313977,246.60333,246.60333,2064,116,28,97,91,1016,444,1265,28.9225,21.805834,244,144,169,214,84,233,58,2106,313,267,265,0.11193429,926.07086,6,2.1,0.0018,89,85,14
12818,-16.10298333,145.4472167,164.36874,37784,76.34456,1.5313977,246.60333,246.60333,2064,116,28,97,91,1016,444,1265,28.9225,21.805834,244,144,169,214,84,233,58,2106,313,267,265,0.11193429,926.07086,6,2.1,0.0018,89,85,14
12819,-16.10341667,145.4478833,164.36874,37784,76.34456,1.5313977,246.60333,246.60333,2064,116,28,97,91,1016,444,1265,28.9225,21.805834,244,144,169,214,84,233,58,2106,313,267,265,0.11193429,926.07086,6,2.1,0.0018,89,85,14
12824,-17.12108333,145.6308833,128.57916,26425,74.04055,1.0491668,133.55167,133.55167,2140,195,46,146,76,954,421,1187,26.47,17.101667,210,174,117,173,98,197,56,2588,291,238,235,2.472281,1.2477214,4,2,0.0017,86,43,17
12828,-17.1036,145.61195,124.919586,26425,74.13823,1.2520952,153.75917,153.75917,1866,171,41,128,76,846,364,1037,25.656666,16.500834,200,178,105,162,101,186,56,2642,283,229,225,2.472281,1.2815496,4,2.1,0.0017,85,87,18
12830,-17.09208333,145.6202167,118.386665,26734,74.60454,1.6376755,188.76833,188.76833,1743,161,39,122,76,795,336,965,24.809166,16.056667,192,180,97,154,102,178,56,2647,277,221,217,2.472281,1.2459377,4,2.1,0.001,86,55,18
12832,-27.387599,152.878317,143.78792,21675,68.096085,0.56972826,80.6375,80.6375,1247,177,35,142,45,495,184,509,27.121666,15.031667,198,221,75,145,115,153,52,3832,296,243,240,2.3527613,1.1869359,6,1.3,0.0035,65,76,8
12834,-27.387121,152.87905,143.78792,21675,68.096085,0.56972826,80.6375,80.6375,1247,177,35,142,45,495,184,509,27.121666,15.031667,198,221,75,145,115,153,52,3832,296,243,240,2.3527613,1.1869359,6,1.3,0.027,65,73,8
12836,-27.386111,152.878872,143.78792,21675,68.096085,0.56972826,80.6375,80.6375,1247,177,35,142,45,495,184,509,27.121666,15.031667,198,221,75,145,115,153,52,3832,296,243,240,2.3527613,1.1869359,6,1.3,0.027,65,73,8
12838,-27.632688,153.083025,137.5975,21994,69.96859,0.61395735,81.97,81.97,1187,189,36,149,40,445,159,459,27.035833,15.630834,199,216,79,147,111,154,51,3723,295,242,240,2.3025475,0.7508441,4,1.3,0.0069,75,83,12
12858,-27.386111,152.878872,143.78792,21675,68.096085,0.56972826,80.6375,80.6375,1247,177,35,142,45,495,184,509,27.121666,15.031667,198,221,75,145,115,153,52,3832,296,243,240,2.3527613,1.1869359,6,1.3,0.027,65,73,8
12860,-22.282754,133.249341,252.91833,7012,45.896763,0.09016073,25.004166,25.004166,321,34,8,31,61,149,59,153,31.97,16.19,224,307,59,146,147,165,47,5662,366,289,281,1.5152113,0.2620478,2,1,0.0056,36,17,2
12862,-22.288806,133.613639,252.93167,7153,45.863407,0.08510832,23.47,23.47,313,32,8,30,61,148,60,151,32.185833,16.104166,226,307,62,149,148,168,48,5642,369,291,283,1.5152113,0.23612456,2,1,0.0048,25,14,1
12876,-14.195246,135.71916,197.69626,18623,65.00486,0.44087598,80.91417,80.91417,1082,7,2,7,106,429,248,723,33.84,22.263334,273,193,168,233,109,233,56,2677,361,303,292,1.5152113,0.19672485,2,1,0.0111,45,25,6
12878,-12.93256,135.20189,175.18875,24099,67.84344,0.5840951,97.26666,97.26666,1184,8,1,6,108,497,269,789,32.8625,22.586666,268,172,173,236,101,243,58,2128,345,291,281,1.5152113,0.19363527,2,1,0.0183,39,56,5
12880,-12.50916,135.81029,175.71791,24877,72.32436,0.645846,106.49416,106.49416,1311,14,2,8,105,534,300,850,32.076668,23.079166,268,151,186,240,92,244,60,1841,337,288,280,1.5152113,0.32086885,2,1,0.0185,55,37,5
12882,-13.52115,134.50615,189.18375,21213,61.74072,0.4960535,87.557495,87.557495,1105,4,1,4,110,485,265,753,33.705833,21.8725,267,202,156,229,118,229,58,2533,358,295,282,1.5152113,0.1971453,2,1.4,0.0179,52,47,4
12884,-36.673214,145.029247,121.93958,12201,66.85456,0.5364344,38.469166,38.469166,577,172,30,109,20,109,63,176,22.589167,9.328333,147,265,31,84,124,211,46,4965,296,211,93,2.6185448,1.2591811,3,1.4,0.0192,61,48,6
12886,-36.650436,145.5755,118.22041,13385,66.72365,0.664261,45.055832,45.055832,643,204,30,112,24,112,74,205,22.824167,9.6475,148,266,33,84,122,214,45,5047,299,214,93,0.25221446,1.4657543,6,1.15,0.017,56,37,3
12891,-37.25205,144.05391,106.99292,14310,72.33849,0.7299446,47.530834,47.530834,662,208,33,109,25,109,78,212,20.099167,7.4508333,129,245,25,73,117,186,47,4438,270,186,80,2.67493,2.0550983,3,1.15,0.0303,67,52,7
12897,-34.003639,140.587564,152.88708,6170,59.720646,0.17553143,18.2775,18.2775,256,71,15,51,17,52,27,75,25.66,11.210834,171,280,45,108,141,230,50,4931,325,234,139,-1.1502736,0.44378626,2,1.2,0.0112,33,37,4
12899,-34.098,140.3515262,152.40625,6405,60.19925,0.1810676,18.564167,18.564167,257,71,15,52,17,53,27,74,25.496666,10.744166,169,278,44,106,142,228,51,4872,322,231,113,-1.1502736,0.5235295,2,1.2,0.0087,31,29,3
12901,-33.971572,140.728053,153.59209,6364,59.42048,0.17189583,18.12,18.12,259,71,16,52,17,53,27,76,25.745834,11.509167,172,283,44,107,141,232,49,5000,327,235,141,0.11193429,0.44410422,6,1.2,0.0079,31,29,4
12903,-43.09507123,146.6542886,99.21083,17061,80.7161,1.5796542,116.02416,116.02416,1364,412,63,216,24,216,150,437,17.065834,6.8066664,112,169,36,74,85,149,50,2899,205,149,80,0.11193429,1.9642675,2,1.15,0.0506,83,92,9
12939,-13.40822,135.77629,186.73041,20905,69.16678,0.53609765,92.5275,92.5275,1144,8,1,6,104,450,254,744,32.983334,22.4275,271,172,178,237,100,244,58,2256,350,296,286,3.230449,0.19958624,4,1,0.0064,50,17,5
13260,-39.9214,143.85151,103.98708,13332,88.060814,0.9250631,71.4375,71.4375,964,368,33,121,40,123,133,368,17.5625,11.048333,133,132,76,104,64,162,48,2381,208,166,104,0.11193429,-311.46753,2,1.4,0.0343,62,16,20
13264,-40.10732,143.90582,100.93708,14256,88.48309,1.0561714,78.513336,78.513336,1027,392,36,130,39,135,141,392,16.995832,10.827499,130,131,73,101,64,158,48,2336,204,162,101,3.01515,1.941682,6,1.4,0.0583,80,65,20
13266,-39.93582,144.11945,103.175415,14794,87.64828,0.926292,71.16334,71.16334,1040,393,37,132,39,140,144,393,17.211666,11.002501,131,136,71,100,65,160,47,2449,207,164,100,3.01515,1.8855671,6,1,0.0613,80,40,21
13268,-39.935,144.11969,103.175415,14794,87.64828,0.926292,71.16334,71.16334,1040,393,37,132,39,140,144,393,17.211666,11.002501,131,136,71,100,65,160,47,2449,207,164,100,3.01515,1.8855671,6,1,0.0613,80,40,21
13270,-39.89271,144.08213,104.65083,14605,87.33476,0.87415284,68.511665,68.511665,1011,383,36,128,39,136,140,383,17.544167,11.178333,133,135,74,103,66,162,48,2415,209,166,103,0.11193429,452.70923,2,1,0.0355,84,15,20
13272,-39.89131,144.07319,104.598335,14605,87.28992,0.8776407,68.7325,68.7325,995,377,35,126,39,134,138,377,17.5325,11.165,134,135,75,104,65,162,48,2407,210,167,104,3.01515,-117.49905,6,1,0.0355,76,15,21
13274,-39.72931,143.92897,105.03917,14043,87.46106,0.85307384,67.54,67.54,968,361,35,124,39,124,132,361,17.705833,11.26,134,136,74,104,65,167,47,2454,210,167,104,0.11193429,1.1851757,2,1,0.0265,74,43,20
13276,-39.66524,143.97764,104.93625,15026,87.09759,0.84994566,67.41167,67.41167,962,357,36,126,38,130,134,357,17.615,11.248333,134,137,74,104,66,163,48,2443,211,167,104,0.11193429,1.3193194,2,1.4,0.0356,80,26,13
13278,-39.65086,143.97275,105.02416,15026,87.14028,0.8497823,67.455,67.455,962,357,36,126,38,129,134,357,17.601667,11.245833,134,136,74,104,66,164,48,2484,210,168,104,0.11193429,1.3144233,2,1.4,0.0346,67,45,20
13280,-39.62658,143.97147,105.690414,14806,87.03927,0.83968264,67.10333,67.10333,970,359,36,127,38,130,135,359,17.623333,11.269167,134,136,74,103,66,164,48,2475,210,167,103,0.11193429,1.3495127,2,1.4,0.0334,61,34,14
13282,-39.8567,143.89352,103.92917,14482,87.79276,0.9064692,70.27583,70.27583,971,369,34,122,40,125,134,369,17.501667,11.069166,134,133,76,104,65,163,48,2401,209,166,104,0.11193429,-1.6805959,2,1.4,0.0284,79,30,21
13284,-39.85711,143.89846,103.92917,14482,87.79276,0.9064692,70.27583,70.27583,971,369,34,122,40,125,134,369,17.501667,11.069166,134,133,76,104,65,163,48,2401,209,166,104,0.11193429,-1.6805959,2,1.4,0.0284,79,30,21
13286,-39.8644,143.89126,104.2175,14482,87.77884,0.9001677,69.996666,69.996666,963,366,33,121,40,123,133,366,17.555834,11.093333,134,134,75,104,65,163,48,2432,209,167,104,2.8870544,-43.628384,4,1.4,0.0614,78,6,21
13729,-32.82851,138.0327,172.58458,7159,61.386158,0.25076464,30.428333,30.428333,413,139,19,57,35,59,49,142,24.7625,12.029166,173,260,52,109,127,231,48,4854,312,233,118,2.9642596,1.0411196,2,1.55,0.0138,39,34,10
13731,-33.9142,138.6038,141.30333,13679,65.517456,0.59823895,47.726665,47.726665,715,281,24,76,48,77,102,281,21.5,8.921667,140,262,28,80,131,199,50,4702,290,200,80,2.9193397,1.4316574,2,1,0.016,69,40,4
13733,-34.57692,139.0061,132.88918,16239,68.508484,0.6849794,50.345,50.345,765,307,26,83,48,85,112,307,20.009167,9.031667,131,242,30,77,121,187,50,4353,272,187,77,2.7119336,1.3921055,4,1.15,0.021,62,49,5
13735,-34.6831,138.9086,144.17833,13253,67.54478,0.6002394,49.876667,49.876667,712,293,21,69,51,69,106,293,21.4625,9.876667,142,240,40,88,120,196,50,4263,280,196,88,2.9193397,1.1207322,2,1.15,0.0196,63,44,5
13906,-35.60827,138.2613,119.674164,16757,78.06636,0.84527165,61.6025,61.6025,791,340,23,79,53,80,124,340,18.685,10.880834,141,161,70,102,77,179,47,3095,231,181,102,1.5152113,1.3416768,3,1.1,0.0517,68,67,20
14181,-24.83835,147.781349,188.81958,16663,55.93993,0.27558872,54.005,54.005,716,94,21,84,49,313,109,313,26.936666,12.614166,179,298,20,106,152,121,51,5269,318,241,241,1.5152113,0.5743528,10,1.3,0.0358,63,57,7
14183,-24.853827,147.521225,176.55167,15766,54.878162,0.26720685,48.6725,48.6725,675,87,20,79,50,299,108,299,28.19,13.343333,188,301,26,114,154,129,51,5340,327,250,250,2.2794957,0.510263,2,1,0.0302,57,40,7
14185,-41.65563,145.08186,84.61916,17372,83.79989,2.2899206,139.62083,139.62083,1783,635,76,268,32,268,235,635,17.135834,8.8741665,121,148,56,90,76,153,51,2442,204,153,90,2.812412,2.7765825,6,1.8,0.0459,84,40,6
14187,-41.58365,145.09314,82.65125,17052,84.73761,2.4399562,145.04416,145.04416,1827,626,77,280,30,280,228,626,16.111668,8.045,111,151,46,80,77,145,50,2502,197,145,80,2.812412,2.8942063,6,1.8,0.0463,77,78,13
15861,-13.67883,143.14101,199.17542,19757,70.222946,0.55376846,96.2875,96.2875,1257,10,2,7,116,536,319,899,31.988333,21.598333,257,164,173,230,101,235,61,1869,337,278,271,0.11193429,0.25100204,2,1,0.0019,51,63,6
15863,-13.68124,143.13999,199.21333,19757,70.12472,0.5507358,95.78167,95.78167,1257,10,2,7,116,536,319,899,32.0275,21.6025,257,164,173,230,101,235,61,1869,337,278,271,0.11193429,0.25451493,2,1,0.0019,51,63,6
15865,-13.83469,143.09814,197.52042,23693,69.68113,0.53997654,93.35333,93.35333,1189,8,2,6,117,518,308,857,31.945,21.394167,256,169,168,228,104,234,61,1903,337,277,270,0.11193429,0.20300762,2,1,0.0016,57,31,5
15867,-13.82992,143.09857,198.0325,23693,69.59032,0.53761786,93.16333,93.16333,1189,8,2,6,117,519,309,858,32.005833,21.438334,256,170,168,227,104,233,61,1967,338,278,271,0.11193429,0.20475206,2,1,0.002,60,39,5
15869,-13.53401,143.04765,192.17958,21048,70.17198,0.5929992,99.214165,99.214165,1360,15,3,10,113,564,335,957,32.161667,21.720833,258,161,175,231,99,236,61,1836,336,279,272,0.11193429,0.32142475,2,1,0.0019,65,32,7
15871,-13.53235,143.04753,192.17958,21048,70.17198,0.5929992,99.214165,99.214165,1366,17,3,11,113,564,335,959,32.161667,21.720833,258,161,175,231,99,236,61,1836,336,279,272,0.11193429,0.32142475,2,1,0.0019,56,32,7
15873,-13.5153,143.04163,192.12541,22242,70.24413,0.5974122,99.89084,99.89084,1380,18,3,12,112,568,337,966,32.143333,21.7275,258,159,176,231,99,236,62,1834,335,279,272,0.11193429,0.31949788,2,1,0.0013,58,30,5
15877,-13.77233,141.88817,189.99666,26945,67.471756,0.7467158,120.90833,120.90833,1484,6,2,6,121,651,390,1096,33.266666,21.955,265,174,173,238,108,238,62,1845,347,285,277,1.5152113,0.30633464,2,1,0.0032,64,50,8
15879,-13.77007,141.89049,189.96667,26945,67.4681,0.7450823,120.652504,120.652504,1484,6,2,6,121,651,390,1096,33.264168,21.948334,265,174,173,238,108,238,62,1845,347,285,277,1.5152113,0.30466908,2,1,0.0032,64,49,8
15881,-13.60245,141.68107,189.175,27457,67.66784,0.81871283,130.815,130.815,1544,5,1,5,121,682,407,1138,33.37583,22.228333,267,170,177,239,106,239,62,1803,347,286,278,1.5152113,0.3124141,2,1,9e-04,64,57,10
15883,-13.60315,141.6841,189.175,27457,67.66784,0.81871283,130.815,130.815,1543,5,1,5,120,682,407,1137,33.37583,22.228333,267,170,177,240,106,240,62,1784,347,286,279,1.5152113,0.3124141,2,1,9e-04,64,57,10
15885,-13.74184,141.50677,189.27875,24528,67.53909,0.80127513,128.23083,128.23083,1517,4,1,4,122,667,401,1128,33.359165,22.281666,267,171,176,240,106,240,61,1814,347,287,279,0.11193429,751.2236,6,1,1e-04,53,52,11
15887,-13.74768,141.50618,189.27875,21166,67.53909,0.80127513,128.23083,128.23083,1517,4,1,4,122,667,401,1128,33.359165,22.281666,267,171,176,240,106,240,61,1814,347,287,279,0.11193429,751.2236,6,1,1e-04,57,55,6
15891,-13.84394,141.61639,190.64041,26530,67.33489,0.7637948,123.57083,123.57083,1488,4,1,4,121,651,393,1109,33.42917,22.204166,268,174,175,240,107,240,61,1877,349,288,280,0.11193429,0.2783057,6,2,0.0015,56,59,10
15895,-13.97474,141.65258,191.75041,26912,67.0487,0.7280611,119.02334,119.02334,1459,5,1,5,123,636,386,1093,33.4525,22.133333,267,176,173,239,108,239,61,1874,349,287,279,1.5152113,0.39602008,2,1,0.0018,54,48,10
15943,-42.38459,147.31059,99.12458,10210,75.72854,0.5292084,40.384167,40.384167,553,145,35,117,12,127,54,156,16.568333,5.6075,100,202,10,55,103,143,50,3424,212,143,114,2.2369149,2.3953943,10,1.15,0.0248,63,24,6
15945,-42.38433,147.31092,99.12458,10210,75.72854,0.5292084,40.384167,40.384167,553,145,35,117,12,127,54,156,16.568333,5.6075,100,202,10,55,103,143,50,3424,212,143,114,2.2369149,2.3953943,10,1.15,0.0199,63,45,6
15947,-42.40422,147.40767,98.737915,11039,76.67955,0.5920244,44.920834,44.920834,630,170,39,130,13,130,61,176,16.109167,5.576667,98,197,10,54,100,140,50,3350,207,140,111,2.3527613,1.9850873,6,0.9,0.0559,63,38,12
15949,-42.32849,147.39757,98.14917,10469,75.70173,0.5451509,40.7875,40.7875,580,152,37,119,13,119,57,164,16.460833,5.5975,100,201,10,55,102,142,50,3400,211,142,113,2.3527613,2.4272852,6,1.35,0.0263,62,47,13
15951,-42.28444,147.40152,94.252914,10449,76.07638,0.58625555,41.38,41.38,611,164,36,122,14,122,60,170,16.073334,5.3058333,96,199,8,52,101,139,50,3367,207,139,110,2.3527613,2.59969,6,2,0.0264,64,37,11
15953,-42.24227,147.45971,94.07083,9874,75.302475,0.54981935,39.0325,39.0325,545,143,32,112,14,112,54,153,16.93,5.7275,104,203,13,60,104,146,51,3364,216,146,118,2.2369149,1.9135723,6,1.15,0.0202,60,30,11
15955,-42.8223,147.50573,94.75,12661,76.11521,0.51597,38.625,38.625,526,128,31,114,15,117,57,156,18.456667,8.685,126,178,43,87,93,110,52,3000,221,164,138,0.11193429,0.8151994,2,1.25,0.0388,61,6,5
15957,-42.27904,147.61451,96.347084,11664,76.23442,0.5995857,44.304165,44.304165,634,171,37,134,13,134,62,173,16.759167,6.0125,104,195,15,61,101,144,51,3254,210,144,67,2.2369149,2.603764,10,1.25,0.0119,64,30,4
15959,-42.8072,147.43977,92.57,12047,75.25398,0.5174956,37.628334,37.628334,540,136,35,119,13,119,55,156,18.4675,8.513333,125,184,39,83,95,163,51,3098,223,163,137,1.5152113,1.5625666,10,1.15,0.0147,61,13,5
15961,-42.61742,147.42263,101.25667,11826,74.71965,0.5126772,41.08917,41.08917,558,144,37,124,11,124,54,155,18.175833,7.4083333,119,194,29,76,100,159,51,3242,223,159,132,2.2369149,2.58956,10,1.15,0.0225,49,44,4
15963,-42.61778,147.42226,101.25667,11826,74.71965,0.5126772,41.08917,41.08917,558,144,37,124,11,124,54,155,18.175833,7.4083333,119,194,29,76,100,159,51,3242,223,159,132,2.2369149,2.58956,10,1.15,0.0225,49,44,4
15965,-42.54522,147.45611,102.69125,11959,76.13651,0.5776768,46.468334,46.468334,690,190,42,144,14,144,70,192,16.9825,6.5558333,105,193,17,61,98,145,50,3250,210,145,68,2.3527613,2.2727506,6,1.3,0.0581,73,19,7
15967,-42.80744,147.4391,92.57,12047,75.25398,0.5174956,37.628334,37.628334,540,136,35,119,13,119,55,156,18.4675,8.513333,125,184,39,83,95,163,51,3098,223,163,137,1.5152113,1.5625666,10,1.15,0.0147,61,13,5
15969,-42.38784,147.04742,96.62583,10799,75.909386,0.5556363,40.941666,40.941666,546,135,35,117,12,123,54,154,16.8225,5.0625,97,205,6,52,103,140,50,3450,211,140,111,2.3527613,2.7606585,6,1.35,0.0198,56,43,7
15971,-42.3985,147.0791,95.92375,11526,76.16614,0.577185,42.17917,42.17917,551,138,35,117,13,117,55,157,16.496666,5.02,96,204,6,51,103,140,50,3456,210,140,110,2.465048,2.1347506,4,1.15,0.016,58,34,4
15973,-42.39835,147.07991,95.92375,11526,76.16614,0.577185,42.17917,42.17917,551,138,35,117,13,117,55,157,16.496666,5.02,96,204,6,51,103,140,50,3456,210,140,110,2.465048,2.1347506,4,1.15,0.016,58,34,4
15975,-42.27335,146.89476,87.48292,12101,77.35052,0.77182996,49.211666,49.211666,597,150,37,125,14,134,58,170,15.324167,4.2283335,87,202,0,42,101,130,50,3444,202,131,101,2.3527613,2.7553275,6,1.35,0.0321,61,46,11
15977,-42.27154,146.8927,87.48292,12101,77.35052,0.77182996,49.211666,49.211666,597,150,37,125,14,134,58,170,15.324167,4.2283335,87,202,0,42,101,130,50,3444,202,131,101,2.3527613,2.7553275,6,1.35,0.0215,61,40,11
